ICD3;Name_deutsch;Name_englisch;Cluster
K87;Krankheiten der Gallenblase, der Gallenwege und des Pankreas bei anderenorts klassifizierten Krankheiten;Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere;4
K90;Intestinale Malabsorption;Intestinal malabsorption;4
K91;Krankheiten des Verdauungssystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;Intraoperative and postprocedural complications and disorders of digestive system, not elsewhere classified;4
K92;Sonstige Krankheiten des Verdauungssystems;Other diseases of digestive system;1
K93;Krankheiten sonstiger Verdauungsorgane bei anderenorts klassifizierten Krankheiten;Disorders of other digestive organs in diseases classified elsewhere;4
K94;;Complications of artificial openings of the digestive system;
K95;;Complications of bariatric procedures;
L00;Staphylococcal scalded skin syndrome [SSS-Syndrom];Staphylococcal scalded skin syndrome;
L01;Impetigo;Impetigo;0
L02;Hautabszess, Furunkel und Karbunkel;Cutaneous abscess, furuncle and carbuncle;4
L03;Phlegmone;Cellulitis and acute lymphangitis;4
L04;Akute Lymphadenitis;Acute lymphadenitis;2
L05;Pilonidalzyste;Pilonidal cyst and sinus;4
L08;Sonstige lokale Infektionen der Haut und der Unterhaut;Other local infections of skin and subcutaneous tissue;0
L10;Pemphiguskrankheiten;Pemphigus;4
L11;Sonstige akantholytische Dermatosen;Other acantholytic disorders;4
L12;Pemphigoidkrankheiten;Pemphigoid;4
L13;Sonstige bullöse Dermatosen;Other bullous disorders;4
L14;Bullöse Dermatosen bei anderenorts klassifizierten Krankheiten;Bullous disorders in diseases classified elsewhere;0
L20;Atopisches [endogenes] Ekzem;Atopic dermatitis;0
L21;Seborrhoisches Ekzem;Seborrheic dermatitis;0
L22;Windeldermatitis;Diaper dermatitis;0
L23;Allergische Kontaktdermatitis;Allergic contact dermatitis;0
L24;Toxische Kontaktdermatitis;Irritant contact dermatitis;4
L25;Nicht näher bezeichnete Kontaktdermatitis;Unspecified contact dermatitis;0
L26;Exfoliative Dermatitis;Exfoliative dermatitis;0
L27;Dermatitis durch oral, enteral oder parenteral aufgenommene Substanzen;Dermatitis due to substances taken internally;4
L28;Lichen simplex chronicus und Prurigo;Lichen simplex chronicus and prurigo;0
L29;Pruritus;Pruritus;3
L30;Sonstige Dermatitis;Other and unspecified dermatitis;0
L40;Psoriasis;Psoriasis;3
L41;Parapsoriasis;Parapsoriasis;4
L42;Pityriasis rosea;Pityriasis rosea;5
L43;Lichen ruber planus;Lichen planus;4
L44;Sonstige papulosquamöse Hautkrankheiten;Other papulosquamous disorders;4
L45;Papulosquamöse Hautkrankheiten bei anderenorts klassifizierten Krankheiten;Papulosquamous disorders in diseases classified elsewhere;0
L49;;Exfoliation due to erythematous conditions according to extent of body surface involved;
L50;Urtikaria;Urticaria;0
L51;Erythema exsudativum multiforme;Erythema multiforme;4
L52;Erythema nodosum;Erythema nodosum;4
L53;Sonstige erythematöse Krankheiten;Other erythematous conditions;4
L54;Erythem bei anderenorts klassifizierten Krankheiten;Erythema in diseases classified elsewhere;1
L55;Dermatitis solaris acuta;Sunburn;4
L56;Sonstige akute Hautveränderungen durch Ultraviolettstrahlen;Other acute skin changes due to ultraviolet radiation;0
L57;Hautveränderungen durch chronische Exposition gegenüber nichtionisierender Strahlung;Skin changes due to chronic exposure to nonionizing radiation;1
L58;Radiodermatitis;Radiodermatitis;4
L59;Sonstige Krankheiten der Haut und der Unterhaut durch Strahleneinwirkung;Other disorders of skin and subcutaneous tissue related to radiation;4
L60;Krankheiten der Nägel;Nail disorders;3
L62;Krankheiten der Nägel bei anderenorts klassifizierten Krankheiten;Nail disorders in diseases classified elsewhere;3
L63;Alopecia areata;Alopecia areata;4
L64;Alopecia androgenetica;Androgenic alopecia;4
L65;Sonstiger Haarausfall ohne Narbenbildung;Other nonscarring hair loss;3
L66;Narbige Alopezie [Haarausfall mit Narbenbildung];Cicatricial alopecia [scarring hair loss];4
L67;Anomalien der Haarfarbe und des Haarschaftes;Hair color and hair shaft abnormalities;
L68;Hypertrichose;Hypertrichosis;4
L70;Akne;Acne;3
L71;Rosazea;Rosacea;3
L72;Follikuläre Zysten der Haut und der Unterhaut;Follicular cysts of skin and subcutaneous tissue;3
L73;Sonstige Krankheiten der Haarfollikel;Other follicular disorders;3
L74;Krankheiten der ekkrinen Schweißdrüsen;Eccrine sweat disorders;4
L75;Krankheiten der apokrinen Schweißdrüsen;Apocrine sweat disorders;
L76;;Intraoperative and postprocedural complications of skin and subcutaneous tissue;
L80;Vitiligo;Vitiligo;4
L81;Sonstige Störungen der Hautpigmentierung;Other disorders of pigmentation;3
L82;Seborrhoische Keratose;Seborrheic keratosis;3
L83;Acanthosis nigricans;Acanthosis nigricans;4
L84;Hühneraugen und Horn- (Haut-) Schwielen;Corns and callosities;3
L85;Sonstige Epidermisverdickung;Other epidermal thickening;0
L86;Keratom bei anderenorts klassifizierten Krankheiten;Keratoderma in diseases classified elsewhere;
L87;Störungen der transepidermalen Elimination;Transepidermal elimination disorders;4
L88;Pyoderma gangraenosum;Pyoderma gangrenosum;2
L89;Dekubitalgeschwür und Druckzone;Pressure ulcer;1
L90;Atrophische Hautkrankheiten;Atrophic disorders of skin;4
L91;Hypertrophe Hautkrankheiten;Hypertrophic disorders of skin;4
L92;Granulomatöse Krankheiten der Haut und der Unterhaut;Granulomatous disorders of skin and subcutaneous tissue;4
L93;Lupus erythematodes;Lupus erythematosus;4
L94;Sonstige lokalisierte Krankheiten des Bindegewebes;Other localized connective tissue disorders;4
L95;Anderenorts nicht klassifizierte Vaskulitis, die auf die Haut begrenzt ist;Vasculitis limited to skin, not elsewhere classified;4
L97;Ulcus cruris, anderenorts nicht klassifiziert;Non-pressure chronic ulcer of lower limb, not elsewhere classified;1
L98;Sonstige Krankheiten der Haut und der Unterhaut, anderenorts nicht klassifiziert;Other disorders of skin and subcutaneous tissue, not elsewhere classified;1
L99;Sonstige Krankheiten der Haut und der Unterhaut bei anderenorts klassifizierten Krankheiten;Other disorders of skin and subcutaneous tissue in diseases classified elsewhere;4
M00;Eitrige Arthritis;Pyogenic arthritis;4
M01;Direkte Gelenkinfektionen bei anderenorts klassifizierten infektiösen und parasitären Krankheiten;Direct infections of joint in infectious and parasitic diseases classified elsewhere;4
M02;Reaktive Arthritiden;Postinfective and reactive arthropathies;0
M03;Postinfektiöse und reaktive Arthritiden bei anderenorts klassifizierten Krankheiten;Postinfective and reactive arthropathies in diseases classified elsewhere;3
M05;Seropositive chronische Polyarthritis;Rheumatoid arthritis with rheumatoid factor;2
M06;Sonstige chronische Polyarthritis;Other rheumatoid arthritis;3
M07;Arthritis psoriatica und Arthritiden bei gastrointestinalen Grundkrankheiten;Enteropathic arthropathies;2
M08;Juvenile Arthritis;Juvenile arthritis;3
M09;Juvenile Arthritis bei anderenorts klassifizierten Krankheiten;Juvenile arthritis in diseases classified elsewhere;4
M10;Gicht;Gout;1
M11;Sonstige Kristall-Arthropathien;Other crystal arthropathies;4
M12;Sonstige näher bezeichnete Arthropathien;Other and unspecified arthropathy;4
M13;Sonstige Arthritis;Other arthritis;3
M14;Arthropathien bei sonstigen anderenorts klassifizierten Krankheiten;Arthropathies in other diseases classified elsewhere;1
M15;Polyarthrose;Polyosteoarthritis;3
M16;Koxarthrose [Arthrose des Hüftgelenkes];Osteoarthritis of hip;1
M17;Gonarthrose [Arthrose des Kniegelenkes];Osteoarthritis of knee;1
M18;Rhizarthrose [Arthrose des Daumensattelgelenkes];Osteoarthritis of first carpometacarpal joint;3
M19;Sonstige Arthrose;Other and unspecified osteoarthritis;3
M1A;;Chronic gout;
M20;Erworbene Deformitäten der Finger und Zehen;Acquired deformities of fingers and toes;3
M21;Sonstige erworbene Deformitäten der Extremitäten;Other acquired deformities of limbs;3
M22;Krankheiten der Patella;Disorder of patella;3
M23;Binnenschädigung des Kniegelenkes [internal derangement];Internal derangement of knee;3
M24;Sonstige näher bezeichnete Gelenkschädigungen;Other specific joint derangements;3
M25;Sonstige Gelenkkrankheiten, anderenorts nicht klassifiziert;Other joint disorder, not elsewhere classified;3
M26;;Dentofacial anomalies [including malocclusion];
M27;;Other diseases of jaws;
M30;Panarteriitis nodosa und verwandte Zustände;Polyarteritis nodosa and related conditions;4
M31;Sonstige nekrotisierende Vaskulopathien;Other necrotizing vasculopathies;4
M32;Systemischer Lupus erythematodes;Systemic lupus erythematosus (SLE);4
M33;Dermatomyositis-Polymyositis;Dermatopolymyositis;4
M34;Systemische Sklerose;Systemic sclerosis [scleroderma];4
M35;Sonstige Krankheiten mit Systembeteiligung des Bindegewebes;Other systemic involvement of connective tissue;3
M36;Systemkrankheiten des Bindegewebes bei anderenorts klassifizierten Krankheiten;Systemic disorders of connective tissue in diseases classified elsewhere;3
M40;Kyphose und Lordose;Kyphosis and lordosis;3
M41;Skoliose;Scoliosis;3
M42;Osteochondrose der Wirbelsäule;Spinal osteochondrosis;3
M43;Sonstige Deformitäten der Wirbelsäule und des Rückens;Other deforming dorsopathies;3
M45;Spondylitis ankylosans;Ankylosing spondylitis;4
M46;Sonstige entzündliche Spondylopathien;Other inflammatory spondylopathies;4
M47;Spondylose;Spondylosis;3
M48;Sonstige Spondylopathien;Other spondylopathies;3
M49;Spondylopathien bei anderenorts klassifizierten Krankheiten;Spondylopathies in diseases classified elsewhere;4
M50;Zervikale Bandscheibenschäden;Cervical disc disorders;3
M51;Sonstige Bandscheibenschäden;Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders;3
M53;Sonstige Krankheiten der Wirbelsäule und des Rückens, anderenorts nichtklassifiziert;Other and unspecified dorsopathies, not elsewhere classified;3
M54;Rückenschmerzen;Dorsalgia;3
M60;Myositis;Myositis;4
M61;Kalzifikation und Ossifikation von Muskeln;Calcification and ossification of muscle;4
M62;Sonstige Muskelkrankheiten;Other disorders of muscle;3
M63;Muskelkrankheiten bei anderenorts klassifizierten Krankheiten;Disorders of muscle in diseases classified elsewhere;4
M65;Synovitis und Tenosynovitis;Synovitis and tenosynovitis;3
M66;Spontanruptur der Synovialis und von Sehnen;Spontaneous rupture of synovium and tendon;4
M67;Sonstige Krankheiten der Synovialis und der Sehnen;Other disorders of synovium and tendon;3
M68;Krankheiten der Synovialis und der Sehnen bei anderenorts klassifizierten Krankheiten;Disorders of synovium and tendon in diseases classified elsewhere;3
M70;Krankheiten des Weichteilgewebes im Zusammenhang mit Beanspruchung, Überbeanspruchung und Druck;Soft tissue disorders related to use, overuse and pressure;3
M71;Sonstige Bursopathien;Other bursopathies;3
M72;Fibromatosen;Fibroblastic disorders;3
M73;Krankheiten des Weichteilgewebes bei anderenorts klassifizierten Krankheiten;Soft tissue disorders in diseases classified elsewhere;4
M75;Schulterläsionen;Shoulder lesions;3
M76;Enthesopathien der unteren Extremität mit Ausnahme des Fußes;Enthesopathies, lower limb, excluding foot;3
M77;Sonstige Enthesopathien;Other enthesopathies;3
M79;Sonstige Krankheiten des Weichteilgewebes, anderenorts nicht klassifiziert;Other and unspecified soft tissue disorders, not elsewhere classified;3
M80;Osteoporose mit pathologischer Fraktur;Osteoporosis with current pathological fracture;1
M81;Osteoporose ohne pathologische Fraktur;Osteoporosis without current pathological fracture;1
M82;Osteoporose bei anderenorts klassifizierten Krankheiten;Osteoporosis in diseases classified elsewhere;4
M83;Osteomalazie im Erwachsenenalter;Adult osteomalacia;4
M84;Veränderungen der Knochenkontinuität;Disorder of continuity of bone;3
M85;Sonstige Veränderungen der Knochendichte und -struktur;Other disorders of bone density and structure;4
M86;Osteomyelitis;Osteomyelitis;1
M87;Knochennekrose;Osteonecrosis;1
M88;Osteodystrophia deformans [Paget-Krankheit];Osteitis deformans [Paget's disease of bone];4
M89;Sonstige Knochenkrankheiten;Other disorders of bone;3
M90;Osteopathien bei anderenorts klassifizierten Krankheiten;Osteopathies in diseases classified elsewhere;4
M91;Juvenile Osteochondrose der Hüfte und des Beckens;Juvenile osteochondrosis of hip and pelvis;0
M92;Sonstige juvenile Osteochondrosen;Other juvenile osteochondrosis;0
M93;Sonstige Osteochondropathien;Other osteochondropathies;3
M94;Sonstige Knorpelkrankheiten;Other disorders of cartilage;3
M95;Sonstige erworbene Deformitäten des Muskel-Skelett-Systems und des Bindegewebes;Other acquired deformities of musculoskeletal system and connective tissue;3
M96;Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified;3
M99;Biomechanische Funktionsstörungen, anderenorts nicht klassifiziert;Biomechanical lesions, not elsewhere classified;3
N00;Akutes nephritisches Syndrom;Acute nephritic syndrome;4
N01;Rapid-progressives nephritisches Syndrom;Rapidly progressive nephritic syndrome;4
N02;Rezidivierende und persistierende Hämaturie;Recurrent and persistent hematuria;3
N03;Chronisches nephritisches Syndrom;Chronic nephritic syndrome;3
N04;Nephrotisches Syndrom;Nephrotic syndrome;2
N05;Nicht näher bezeichnetes nephritisches Syndrom;Unspecified nephritic syndrome;3
N06;Isolierte Proteinurie mit Angabe morphologischer Veränderungen;Isolated proteinuria with specified morphological lesion;3
N07;Hereditäre Nephropathie, anderenorts nicht klassifiziert;Hereditary nephropathy, not elsewhere classified;3
N08;Glomeruläre Krankheiten bei anderenorts klassifizierten Krankheiten;Glomerular disorders in diseases classified elsewhere;1
N10;Akute tubulointerstitielle Nephritis;Acute tubulo-interstitial nephritis;4
N11;Chronische tubulointerstitielle Nephritis;Chronic tubulo-interstitial nephritis;4
N12;Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet;Tubulo-interstitial nephritis, not specified as acute or chronic;4
N13;Obstruktive Uropathie und Refluxuropathie;Obstructive and reflux uropathy;1
N14;Arzneimittel- und schwermetallinduzierte tubulointerstitielle und tubuläre Krankheitszustände;Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions;4
N15;Sonstige tubulointerstitielle Nierenkrankheiten;Other renal tubulo-interstitial diseases;4
N16;Tubulointerstitielle Nierenkrankheiten bei anderenorts klassifizierten Krankheiten;Renal tubulo-interstitial disorders in diseases classified elsewhere;4
N17;Akutes Nierenversagen;Acute kidney failure;1
N18;Chronische Nierenkrankheit;Chronic kidney disease (CKD);1
N19;Nicht näher bezeichnete Niereninsuffizienz;Unspecified kidney failure;1
N20;Nieren- und Ureterstein;Calculus of kidney and ureter;3
N21;Stein in den unteren Harnwegen;Calculus of lower urinary tract;4
N22;Harnstein bei anderenorts klassifizierten Krankheiten;Calculus of urinary tract in diseases classified elsewhere;
N23;Nicht näher bezeichnete Nierenkolik;Unspecified renal colic;4
N25;Krankheiten infolge Schädigung der tubulären Nierenfunktion;Disorders resulting from impaired renal tubular function;2
N26;Schrumpfniere, nicht näher bezeichnet;Unspecified contracted kidney;1
N27;Kleine Niere unbekannter Ursache;Small kidney of unknown cause;1
N28;Sonstige Krankheiten der Niere und des Ureters, anderenorts nicht klassifiziert;Other disorders of kidney and ureter, not elsewhere classified;1
